model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v1_ind_seed7001,50,1.0,16,7001,0.658,0.5935,0.9409,0.7649,0.7454,0.5935,0.8832,0.9579,68.7,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7001,125,50.0,48,7001,0.7254,0.6589,0.8993,0.8263,0.8023,0.6589,0.9439,0.9813,143.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,125,50.0,48,7005,0.6948,0.6476,0.9288,0.8097,0.7902,0.6476,0.9238,0.981,142.7,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7009,125,50.0,48,7009,0.6548,0.686,0.9105,0.7983,0.8076,0.686,0.913,0.9952,143.2,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,125,50.0,64,7001,0.7047,0.6682,0.9024,0.8142,0.8053,0.6682,0.9346,0.9813,143.7,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7005,125,50.0,64,7005,0.6995,0.6952,0.9213,0.8143,0.8173,0.6952,0.9286,0.9857,143.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,125,50.0,64,7009,0.6599,0.686,0.9145,0.7974,0.8054,0.686,0.9082,0.9855,143.3,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,125,50.0,80,7001,0.7047,0.6402,0.9049,0.8198,0.7955,0.6402,0.9486,0.986,144.6,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,125,50.0,80,7005,0.6995,0.6524,0.9263,0.8142,0.7918,0.6524,0.9143,0.9762,143.7,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v1_ind_seed7009,125,50.0,80,7009,0.6497,0.686,0.928,0.7881,0.8053,0.686,0.9034,0.9807,144.6,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v1_ind_seed7001,125,50.0,96,7001,0.7098,0.6589,0.9139,0.8214,0.8016,0.6589,0.9439,0.9766,143.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,125,50.0,96,7005,0.7089,0.681,0.8975,0.8197,0.8091,0.681,0.9333,0.9857,146.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7009,125,50.0,96,7009,0.6548,0.6763,0.9055,0.7898,0.7995,0.6763,0.913,0.9952,143.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,125,100.0,16,7001,0.7098,0.6682,0.8282,0.8168,0.8023,0.6682,0.9299,0.9673,94.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,125,100.0,16,7005,0.7324,0.6714,0.8465,0.827,0.7945,0.6714,0.881,0.9857,93.7,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v1_ind_seed7009,125,100.0,16,7009,0.7107,0.715,0.8255,0.818,0.8197,0.715,0.9227,0.9807,92.9,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,125,100.0,32,7001,0.715,0.6776,0.8252,0.819,0.8092,0.6776,0.9299,0.986,117.3,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,125,100.0,32,7005,0.7136,0.6762,0.8521,0.8185,0.8049,0.6762,0.9238,0.9905,118.1,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7009,125,100.0,32,7009,0.6904,0.7005,0.8545,0.809,0.815,0.7005,0.9179,0.9952,117.7,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,125,100.0,48,7001,0.7047,0.6869,0.8343,0.8148,0.8124,0.6869,0.9252,0.9766,137.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,125,100.0,48,7005,0.723,0.681,0.8491,0.8237,0.8119,0.681,0.9238,0.9857,140.2,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7009,125,100.0,48,7009,0.6853,0.686,0.8675,0.8113,0.8113,0.686,0.9372,0.9903,141.1,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7001,125,100.0,64,7001,0.6995,0.6916,0.8473,0.817,0.8196,0.6916,0.9393,0.9766,144.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,125,100.0,64,7005,0.723,0.6857,0.8677,0.8268,0.8147,0.6857,0.9381,0.9857,142.6,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v1_ind_seed7009,125,100.0,64,7009,0.6904,0.7101,0.8265,0.8083,0.8152,0.7101,0.8937,0.9807,142.6,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,125,100.0,80,7001,0.7047,0.6776,0.8533,0.819,0.806,0.6776,0.9112,0.9813,143.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,125,100.0,80,7005,0.7183,0.6762,0.8819,0.8245,0.8111,0.6762,0.9333,0.9857,144.2,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v1_ind_seed7009,125,100.0,80,7009,0.6802,0.7053,0.877,0.8067,0.8182,0.7053,0.913,0.9807,144.8,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,125,100.0,96,7001,0.7202,0.6916,0.8538,0.8244,0.817,0.6916,0.9346,0.9813,144.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,125,100.0,96,7005,0.7183,0.6714,0.8844,0.8249,0.8064,0.6714,0.9333,0.9857,144.7,Reach max iteration 50 | best_iter=37
roberta,sum,fb237_v1_ind_seed7009,125,100.0,96,7009,0.6802,0.6763,0.88,0.8104,0.8035,0.6763,0.9179,0.9903,142.0,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v1_ind_seed7001,125,500.0,16,7001,0.601,0.5374,0.5408,0.6946,0.6636,0.5374,0.743,0.8645,67.6,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7005,125,500.0,16,7005,0.493,0.5,0.5336,0.6269,0.6369,0.5,0.7238,0.8714,67.7,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v1_ind_seed7009,125,500.0,16,7009,0.5381,0.5749,0.552,0.6708,0.6907,0.5749,0.7778,0.8792,68.3,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v1_ind_seed7001,125,500.0,32,7001,0.6218,0.5888,0.5959,0.7295,0.7086,0.5888,0.7804,0.9112,68.7,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v1_ind_seed7005,125,500.0,32,7005,0.5352,0.5571,0.5982,0.6847,0.6951,0.5571,0.8,0.8905,69.0,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v1_ind_seed7009,125,500.0,32,7009,0.5787,0.657,0.599,0.7052,0.7535,0.657,0.8261,0.8889,67.9,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7001,125,500.0,48,7001,0.658,0.5888,0.6129,0.7527,0.7126,0.5888,0.785,0.9252,69.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,125,500.0,48,7005,0.5587,0.5905,0.6078,0.6997,0.715,0.5905,0.8048,0.9,69.9,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7009,125,500.0,48,7009,0.6294,0.6812,0.637,0.7391,0.7761,0.6812,0.8309,0.9324,69.2,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7001,125,500.0,64,7001,0.6736,0.6075,0.645,0.7705,0.7296,0.6075,0.8178,0.9346,71.0,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7005,125,500.0,64,7005,0.6291,0.6095,0.6522,0.749,0.7348,0.6095,0.8143,0.9381,70.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7009,125,500.0,64,7009,0.6193,0.6812,0.6575,0.7383,0.7744,0.6812,0.8357,0.942,73.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7001,125,500.0,80,7001,0.6839,0.6215,0.665,0.779,0.7443,0.6215,0.8364,0.9346,82.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7005,125,500.0,80,7005,0.6338,0.6,0.6532,0.7465,0.7225,0.6,0.8,0.9238,76.0,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v1_ind_seed7009,125,500.0,80,7009,0.6244,0.6812,0.6675,0.7395,0.7826,0.6812,0.8599,0.9372,81.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,125,500.0,96,7001,0.6839,0.6028,0.664,0.7792,0.7413,0.6028,0.8505,0.9393,84.0,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,125,500.0,96,7005,0.6479,0.619,0.6709,0.7672,0.7412,0.619,0.8286,0.9429,83.7,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7009,125,500.0,96,7009,0.6345,0.686,0.687,0.7485,0.7927,0.686,0.8889,0.9469,90.8,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7001,125,1000.0,16,7001,0.3938,0.3271,0.3711,0.4992,0.4836,0.3271,0.5748,0.7009,65.5,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7005,125,1000.0,16,7005,0.2911,0.2667,0.3049,0.4405,0.4242,0.2667,0.5048,0.781,54.8,Reach max iteration 50 | best_iter=1
roberta,sum,fb237_v1_ind_seed7009,125,1000.0,16,7009,0.3553,0.372,0.3605,0.4914,0.504,0.372,0.57,0.7729,60.0,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v1_ind_seed7001,125,1000.0,32,7001,0.4301,0.3785,0.4091,0.5421,0.5285,0.3785,0.6168,0.7757,65.8,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v1_ind_seed7005,125,1000.0,32,7005,0.385,0.4095,0.4296,0.5266,0.5465,0.4095,0.619,0.8048,65.6,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7009,125,1000.0,32,7009,0.4315,0.4589,0.4275,0.5672,0.5836,0.4589,0.6618,0.8068,65.5,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v1_ind_seed7001,125,1000.0,48,7001,0.4508,0.4252,0.4387,0.5786,0.5684,0.4252,0.6589,0.7991,65.6,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7005,125,1000.0,48,7005,0.3897,0.419,0.4377,0.5321,0.5569,0.419,0.6381,0.819,65.7,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7009,125,1000.0,48,7009,0.4315,0.4734,0.4415,0.5725,0.5944,0.4734,0.6522,0.8454,65.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7001,125,1000.0,64,7001,0.513,0.4953,0.4927,0.6332,0.626,0.4953,0.7103,0.8318,65.7,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7005,125,1000.0,64,7005,0.4554,0.4667,0.4907,0.593,0.6073,0.4667,0.7,0.8524,65.4,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7009,125,1000.0,64,7009,0.467,0.5362,0.4935,0.6085,0.65,0.5362,0.7343,0.8696,65.4,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v1_ind_seed7001,125,1000.0,80,7001,0.544,0.5187,0.5123,0.6645,0.6453,0.5187,0.7196,0.8598,66.7,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v1_ind_seed7005,125,1000.0,80,7005,0.4272,0.4667,0.4831,0.5635,0.6015,0.4667,0.6905,0.8476,67.7,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7009,125,1000.0,80,7009,0.5127,0.5459,0.5065,0.6365,0.6644,0.5459,0.7246,0.8744,66.1,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v1_ind_seed7001,125,1000.0,96,7001,0.5389,0.5187,0.5098,0.6617,0.6427,0.5187,0.715,0.8738,67.8,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v1_ind_seed7005,125,1000.0,96,7005,0.4742,0.5,0.525,0.6112,0.6337,0.5,0.719,0.8619,68.0,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v1_ind_seed7009,125,1000.0,96,7009,0.5279,0.5556,0.5275,0.6482,0.6774,0.5556,0.7633,0.8744,67.6,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v1_ind_seed7001,150,1.0,16,7001,0.6632,0.5841,0.9409,0.7821,0.7425,0.5841,0.8879,0.9533,168.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7005,150,1.0,16,7005,0.6479,0.6048,0.9414,0.7713,0.7472,0.6048,0.8762,0.9476,163.7,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v1_ind_seed7009,150,1.0,16,7009,0.6294,0.6618,0.941,0.769,0.7779,0.6618,0.8647,0.9758,167.3,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7001,150,1.0,32,7001,0.6788,0.6168,0.9409,0.7883,0.7637,0.6168,0.9159,0.9626,169.3,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v1_ind_seed7005,150,1.0,32,7005,0.662,0.6143,0.9414,0.7834,0.7628,0.6143,0.9,0.9476,170.1,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v1_ind_seed7009,150,1.0,32,7009,0.6294,0.6473,0.941,0.7726,0.7698,0.6473,0.8647,0.9614,169.7,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,150,1.0,48,7001,0.6684,0.6308,0.9409,0.7833,0.7693,0.6308,0.9019,0.9579,169.1,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7005,150,1.0,48,7005,0.6667,0.6143,0.9414,0.7862,0.7586,0.6143,0.9,0.9524,168.6,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v1_ind_seed7009,150,1.0,48,7009,0.6193,0.6473,0.941,0.769,0.7691,0.6473,0.8647,0.9614,167.1,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7001,150,1.0,64,7001,0.6891,0.6402,0.9409,0.7963,0.7735,0.6402,0.9065,0.972,172.4,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7005,150,1.0,64,7005,0.6667,0.6238,0.9414,0.7872,0.761,0.6238,0.881,0.9571,170.5,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v1_ind_seed7009,150,1.0,64,7009,0.6244,0.6377,0.941,0.7709,0.7663,0.6377,0.8841,0.9614,169.0,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v1_ind_seed7001,150,1.0,80,7001,0.6684,0.6355,0.9409,0.7835,0.776,0.6355,0.9065,0.9766,171.6,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v1_ind_seed7005,150,1.0,80,7005,0.6761,0.6238,0.9414,0.7899,0.7647,0.6238,0.8952,0.9524,172.3,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v1_ind_seed7009,150,1.0,80,7009,0.6142,0.6425,0.941,0.7663,0.7731,0.6425,0.8744,0.9662,171.7,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v1_ind_seed7001,150,1.0,96,7001,0.6788,0.6262,0.9409,0.7934,0.7661,0.6262,0.8925,0.9486,172.6,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v1_ind_seed7005,150,1.0,96,7005,0.6667,0.6143,0.9414,0.7871,0.756,0.6143,0.8905,0.9476,173.7,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7009,150,1.0,96,7009,0.6142,0.6232,0.941,0.7619,0.7548,0.6232,0.8454,0.9662,169.8,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7001,150,5.0,16,7001,0.6736,0.6075,0.9409,0.7901,0.7539,0.6075,0.8785,0.9673,163.6,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v1_ind_seed7005,150,5.0,16,7005,0.6479,0.6143,0.9414,0.7741,0.757,0.6143,0.8905,0.9619,166.8,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7009,150,5.0,16,7009,0.6294,0.6667,0.941,0.7738,0.784,0.6667,0.8889,0.9758,167.4,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7001,150,5.0,32,7001,0.6632,0.6308,0.9409,0.7864,0.7735,0.6308,0.9019,0.9813,162.2,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7005,150,5.0,32,7005,0.6761,0.6286,0.9414,0.7912,0.7694,0.6286,0.8952,0.9667,169.7,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7009,150,5.0,32,7009,0.6244,0.6618,0.941,0.7755,0.7824,0.6618,0.8792,0.9758,164.5,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v1_ind_seed7001,150,5.0,48,7001,0.6477,0.6262,0.9409,0.778,0.7734,0.6262,0.9252,0.9673,167.1,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7005,150,5.0,48,7005,0.6901,0.6333,0.9414,0.8015,0.7704,0.6333,0.8905,0.9714,166.6,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v1_ind_seed7009,150,5.0,48,7009,0.6294,0.6473,0.9405,0.7768,0.7758,0.6473,0.8841,0.9758,165.3,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7001,150,5.0,64,7001,0.6995,0.6449,0.9409,0.807,0.7804,0.6449,0.9065,0.972,170.6,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7005,150,5.0,64,7005,0.6714,0.619,0.9414,0.7945,0.7693,0.619,0.9,0.9619,164.7,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7009,150,5.0,64,7009,0.6244,0.628,0.941,0.7709,0.7663,0.628,0.8986,0.971,166.8,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v1_ind_seed7001,150,5.0,80,7001,0.6788,0.6449,0.9409,0.7961,0.7848,0.6449,0.9206,0.986,169.9,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v1_ind_seed7005,150,5.0,80,7005,0.6854,0.619,0.9414,0.8005,0.7644,0.619,0.9,0.9571,170.1,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7009,150,5.0,80,7009,0.6244,0.6329,0.941,0.7725,0.7654,0.6329,0.8744,0.9807,167.7,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7001,150,5.0,96,7001,0.6736,0.6355,0.9409,0.7939,0.7741,0.6355,0.9019,0.9673,171.2,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v1_ind_seed7005,150,5.0,96,7005,0.6901,0.6095,0.9414,0.8002,0.7597,0.6095,0.9048,0.9524,173.0,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v1_ind_seed7009,150,5.0,96,7009,0.6142,0.6329,0.941,0.7625,0.7668,0.6329,0.8841,0.971,165.6,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v1_ind_seed7001,150,10.0,16,7001,0.6373,0.6028,0.9389,0.7759,0.7576,0.6028,0.8879,0.972,168.6,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,150,10.0,16,7005,0.6761,0.5952,0.9414,0.7878,0.7511,0.5952,0.9095,0.9667,168.3,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v1_ind_seed7009,150,10.0,16,7009,0.6447,0.6618,0.9345,0.7828,0.7806,0.6618,0.8744,0.9614,165.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,150,10.0,32,7001,0.6736,0.6215,0.9409,0.7925,0.7646,0.6215,0.9019,0.972,169.6,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,150,10.0,32,7005,0.6761,0.6143,0.9414,0.794,0.7648,0.6143,0.9,0.9762,171.5,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7009,150,10.0,32,7009,0.6294,0.657,0.939,0.7787,0.7859,0.657,0.8889,0.971,166.3,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,150,10.0,48,7001,0.7047,0.6355,0.9409,0.8087,0.774,0.6355,0.9159,0.9626,171.2,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v1_ind_seed7005,150,10.0,48,7005,0.6854,0.6429,0.9414,0.7983,0.7803,0.6429,0.9,0.9571,169.2,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v1_ind_seed7009,150,10.0,48,7009,0.6345,0.657,0.94,0.7801,0.783,0.657,0.8841,0.9855,168.3,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,150,10.0,64,7001,0.6891,0.6449,0.9409,0.8021,0.7833,0.6449,0.9206,0.9766,173.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,150,10.0,64,7005,0.6901,0.6143,0.9414,0.8016,0.7661,0.6143,0.9095,0.9619,168.7,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v1_ind_seed7009,150,10.0,64,7009,0.6497,0.6522,0.9405,0.7816,0.7819,0.6522,0.8937,0.9855,170.3,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,150,10.0,80,7001,0.6839,0.6262,0.9409,0.8025,0.7774,0.6262,0.9065,0.986,171.3,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7005,150,10.0,80,7005,0.6714,0.6286,0.9414,0.794,0.7741,0.6286,0.9048,0.9619,172.4,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v1_ind_seed7009,150,10.0,80,7009,0.6244,0.6425,0.941,0.775,0.7755,0.6425,0.8889,0.9807,171.5,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,150,10.0,96,7001,0.6788,0.6075,0.9409,0.8059,0.763,0.6075,0.9299,0.9766,169.0,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,150,10.0,96,7005,0.6854,0.6333,0.9414,0.7986,0.7773,0.6333,0.9048,0.9667,173.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7009,150,10.0,96,7009,0.6294,0.6377,0.9405,0.7803,0.7709,0.6377,0.8937,0.9807,171.6,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v1_ind_seed7001,150,50.0,16,7001,0.6943,0.6495,0.9159,0.806,0.7871,0.6495,0.9019,0.9766,169.0,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v1_ind_seed7005,150,50.0,16,7005,0.7136,0.6381,0.9132,0.8185,0.7816,0.6381,0.919,0.9762,166.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v1_ind_seed7009,150,50.0,16,7009,0.6751,0.7101,0.8605,0.7965,0.8103,0.7101,0.8792,0.9807,169.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7001,150,50.0,32,7001,0.6995,0.6776,0.8983,0.8104,0.8057,0.6776,0.9252,0.986,170.3,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,150,50.0,32,7005,0.7089,0.681,0.8935,0.8185,0.8062,0.681,0.9286,0.981,177.8,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7009,150,50.0,32,7009,0.6548,0.657,0.9195,0.7902,0.7939,0.657,0.9227,0.9855,170.6,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7001,150,50.0,48,7001,0.7098,0.6822,0.8988,0.8165,0.8109,0.6822,0.9299,0.9766,170.5,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,150,50.0,48,7005,0.7089,0.6905,0.9091,0.8171,0.8142,0.6905,0.9333,0.9857,171.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7009,150,50.0,48,7009,0.6548,0.6812,0.918,0.7909,0.8029,0.6812,0.9179,0.9903,187.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v1_ind_seed7001,150,50.0,64,7001,0.7047,0.6636,0.9009,0.8201,0.8011,0.6636,0.9299,0.9766,189.1,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,150,50.0,64,7005,0.6854,0.681,0.9101,0.81,0.8117,0.681,0.9381,0.981,169.3,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v1_ind_seed7009,150,50.0,64,7009,0.665,0.6957,0.9005,0.7988,0.8094,0.6957,0.8986,0.9952,171.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7001,150,50.0,80,7001,0.7098,0.6682,0.8933,0.8149,0.8076,0.6682,0.9439,0.986,172.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v1_ind_seed7005,150,50.0,80,7005,0.6901,0.6857,0.9197,0.808,0.8133,0.6857,0.9286,0.9857,171.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7009,150,50.0,80,7009,0.6497,0.6957,0.8925,0.7901,0.808,0.6957,0.8986,0.9952,170.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7001,150,50.0,96,7001,0.7098,0.6682,0.9274,0.8174,0.8017,0.6682,0.9346,0.9813,171.8,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v1_ind_seed7005,150,50.0,96,7005,0.6854,0.6714,0.9258,0.8088,0.804,0.6714,0.9238,0.9857,170.1,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v1_ind_seed7009,150,50.0,96,7009,0.6548,0.6763,0.9055,0.793,0.8023,0.6763,0.913,0.9903,170.0,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7001,150,100.0,16,7001,0.7358,0.6729,0.8162,0.8249,0.7976,0.6729,0.9065,0.9673,111.9,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7005,150,100.0,16,7005,0.7136,0.6714,0.8102,0.8182,0.7949,0.6714,0.9,0.9667,111.5,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7009,150,100.0,16,7009,0.7056,0.7053,0.84,0.8168,0.8146,0.7053,0.9082,0.9952,110.4,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v1_ind_seed7001,150,100.0,32,7001,0.7358,0.6729,0.8107,0.8263,0.8048,0.6729,0.9299,0.9813,126.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v1_ind_seed7005,150,100.0,32,7005,0.7277,0.7143,0.8354,0.8245,0.8225,0.7143,0.919,0.9762,135.8,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v1_ind_seed7009,150,100.0,32,7009,0.6904,0.7343,0.8375,0.8105,0.8338,0.7343,0.913,0.9903,138.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v1_ind_seed7001,150,100.0,48,7001,0.715,0.6822,0.8242,0.8176,0.8085,0.6822,0.9159,0.9766,168.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v1_ind_seed7005,150,100.0,48,7005,0.723,0.7,0.8672,0.8263,0.8218,0.7,0.9286,0.9857,160.1,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v1_ind_seed7009,150,100.0,48,7009,0.6954,0.6957,0.871,0.8151,0.8165,0.6957,0.9324,0.9903,165.3,Reach max iteration 50 | best_iter=28
