model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v2_ind_seed7001,50,1.0,16,7001,0.5813,0.6247,0.9154,0.7316,0.7583,0.6247,0.8827,0.9467,149.7,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,125,50.0,32,7009,0.6531,0.6552,0.8745,0.7868,0.791,0.6552,0.9203,0.9677,271.2,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7001,125,50.0,48,7001,0.6746,0.6887,0.8729,0.7995,0.8073,0.6887,0.9104,0.9829,262.3,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,125,50.0,48,7005,0.6968,0.666,0.8742,0.8149,0.7991,0.666,0.9223,0.9811,283.0,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7009,125,50.0,48,7009,0.6467,0.6681,0.8844,0.7877,0.7974,0.6681,0.9095,0.9741,283.7,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7001,125,50.0,64,7001,0.6768,0.6759,0.8808,0.8053,0.8027,0.6759,0.9254,0.9787,269.9,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7005,125,50.0,64,7005,0.6947,0.6702,0.8933,0.8146,0.7989,0.6702,0.9181,0.9706,273.9,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v2_ind_seed7009,125,50.0,64,7009,0.6595,0.6573,0.8849,0.7934,0.792,0.6573,0.9073,0.972,265.4,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,125,50.0,80,7001,0.6725,0.6567,0.9017,0.8001,0.7903,0.6567,0.9126,0.9808,274.9,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v2_ind_seed7005,125,50.0,80,7005,0.6947,0.6681,0.8921,0.8156,0.7999,0.6681,0.9244,0.979,270.4,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,125,50.0,80,7009,0.6595,0.6703,0.8806,0.7941,0.7997,0.6703,0.9246,0.9741,270.0,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,125,50.0,96,7001,0.6833,0.6674,0.8698,0.8056,0.7952,0.6674,0.9083,0.9808,277.1,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7005,125,50.0,96,7005,0.6863,0.6744,0.8851,0.813,0.8025,0.6744,0.9202,0.9748,276.4,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,125,50.0,96,7009,0.6852,0.6509,0.8967,0.8057,0.7875,0.6509,0.9095,0.972,272.3,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7001,125,100.0,16,7001,0.6963,0.6759,0.8342,0.8117,0.799,0.6759,0.9019,0.9765,275.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v2_ind_seed7005,125,100.0,16,7005,0.7053,0.687,0.837,0.8206,0.8086,0.687,0.9223,0.9748,269.2,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7009,125,100.0,16,7009,0.6874,0.6595,0.7765,0.7993,0.7706,0.6595,0.8621,0.9504,267.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7001,125,100.0,32,7001,0.6985,0.6866,0.8424,0.8168,0.8072,0.6866,0.9083,0.9808,270.2,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v2_ind_seed7005,125,100.0,32,7005,0.7221,0.6933,0.8447,0.8305,0.8122,0.6933,0.9202,0.9769,273.7,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,125,100.0,32,7009,0.6638,0.6897,0.8399,0.7966,0.8037,0.6897,0.9009,0.9784,271.9,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7001,125,100.0,48,7001,0.6985,0.6908,0.8114,0.8126,0.8107,0.6908,0.9168,0.9765,267.6,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7005,125,100.0,48,7005,0.7242,0.6891,0.8298,0.8291,0.8125,0.6891,0.9307,0.9811,270.9,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,125,100.0,48,7009,0.6702,0.6789,0.845,0.8027,0.7993,0.6789,0.9116,0.9698,269.1,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7001,125,100.0,64,7001,0.6898,0.693,0.8546,0.8108,0.8103,0.693,0.919,0.9765,274.5,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7005,125,100.0,64,7005,0.7095,0.6933,0.8433,0.8209,0.8133,0.6933,0.9244,0.9748,273.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,125,100.0,64,7009,0.6831,0.6875,0.8166,0.807,0.8056,0.6875,0.9095,0.9741,275.7,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7001,125,100.0,80,7001,0.6898,0.6908,0.845,0.812,0.813,0.6908,0.9275,0.9808,270.1,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7005,125,100.0,80,7005,0.7116,0.6765,0.8454,0.8227,0.8054,0.6765,0.9286,0.979,280.1,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7009,125,100.0,80,7009,0.6681,0.6724,0.8385,0.8014,0.7992,0.6724,0.9159,0.9784,281.5,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7001,125,100.0,96,7001,0.6941,0.678,0.864,0.8099,0.8064,0.678,0.9339,0.9808,279.8,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7005,125,100.0,96,7005,0.7116,0.6828,0.8587,0.8238,0.8075,0.6828,0.9223,0.979,274.7,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7009,125,100.0,96,7009,0.6724,0.6681,0.845,0.8009,0.7974,0.6681,0.9159,0.9741,268.5,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7001,125,500.0,16,7001,0.6247,0.6098,0.6353,0.7456,0.7325,0.6098,0.8401,0.9254,145.7,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v2_ind_seed7005,125,500.0,16,7005,0.6147,0.6366,0.6349,0.7406,0.7628,0.6366,0.8718,0.937,137.2,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,125,500.0,16,7009,0.6231,0.5884,0.633,0.7436,0.7216,0.5884,0.8254,0.9246,136.1,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7001,125,500.0,32,7001,0.6312,0.629,0.6538,0.7584,0.7509,0.629,0.8465,0.9339,168.4,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7005,125,500.0,32,7005,0.6463,0.6429,0.6535,0.767,0.77,0.6429,0.8803,0.9475,166.4,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,125,500.0,32,7009,0.6552,0.6056,0.6676,0.7707,0.7413,0.6056,0.8578,0.9418,167.3,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7001,125,500.0,48,7001,0.6508,0.6503,0.6728,0.7727,0.7652,0.6503,0.8571,0.951,182.7,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,125,500.0,48,7005,0.6568,0.6639,0.6725,0.7773,0.7843,0.6639,0.8908,0.9559,182.8,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7009,125,500.0,48,7009,0.6488,0.6034,0.677,0.7701,0.7406,0.6034,0.8578,0.9483,185.5,Reach max iteration 50 | best_iter=31
qwen,sum,fb237_v2_ind_seed7001,125,500.0,64,7001,0.6659,0.6631,0.6929,0.7851,0.7741,0.6631,0.855,0.9531,194.8,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7005,125,500.0,64,7005,0.6526,0.6597,0.68,0.7777,0.7853,0.6597,0.9013,0.9601,196.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,125,500.0,64,7009,0.6745,0.6358,0.6991,0.7877,0.7624,0.6358,0.8664,0.9483,194.3,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7001,125,500.0,80,7001,0.6508,0.6546,0.6917,0.7792,0.7726,0.6546,0.8657,0.9595,219.9,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v2_ind_seed7005,125,500.0,80,7005,0.6611,0.6681,0.6894,0.7837,0.7895,0.6681,0.895,0.9622,226.9,Reach max iteration 50 | best_iter=37
qwen,sum,fb237_v2_ind_seed7009,125,500.0,80,7009,0.6724,0.6293,0.6967,0.7866,0.7602,0.6293,0.8707,0.9547,219.1,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7001,125,500.0,96,7001,0.6703,0.6674,0.7047,0.7901,0.7817,0.6674,0.8699,0.9638,238.3,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v2_ind_seed7005,125,500.0,96,7005,0.6716,0.6534,0.7015,0.791,0.7867,0.6534,0.9076,0.9643,236.4,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,125,500.0,96,7009,0.6724,0.6379,0.7126,0.7857,0.7653,0.6379,0.875,0.9591,231.9,Reach max iteration 50 | best_iter=45
qwen,sum,fb237_v2_ind_seed7001,125,1000.0,16,7001,0.4881,0.5267,0.512,0.6254,0.6492,0.5267,0.7292,0.855,131.6,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7005,125,1000.0,16,7005,0.5242,0.521,0.5088,0.6471,0.6552,0.521,0.7563,0.8761,131.5,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7009,125,1000.0,16,7009,0.531,0.4957,0.5222,0.657,0.635,0.4957,0.7328,0.8728,130.8,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7001,125,1000.0,32,7001,0.5249,0.5309,0.5303,0.6603,0.6619,0.5309,0.7569,0.8913,134.8,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7005,125,1000.0,32,7005,0.5347,0.5546,0.5578,0.6681,0.6906,0.5546,0.7962,0.8992,136.4,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7009,125,1000.0,32,7009,0.5739,0.5388,0.5722,0.6971,0.6757,0.5388,0.7823,0.9009,133.6,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7001,125,1000.0,48,7001,0.551,0.5608,0.5622,0.6858,0.6901,0.5608,0.7868,0.9104,135.8,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v2_ind_seed7005,125,1000.0,48,7005,0.5705,0.563,0.5822,0.699,0.7054,0.563,0.8193,0.9202,137.0,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7009,125,1000.0,48,7009,0.5931,0.5647,0.5955,0.7167,0.6934,0.5647,0.7802,0.9073,134.5,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v2_ind_seed7001,125,1000.0,64,7001,0.5922,0.5885,0.598,0.7169,0.7118,0.5885,0.806,0.9126,151.1,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,125,1000.0,64,7005,0.5768,0.5819,0.5962,0.7083,0.7218,0.5819,0.8403,0.9223,147.2,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7009,125,1000.0,64,7009,0.5846,0.5711,0.5943,0.7117,0.6988,0.5711,0.7845,0.9203,136.6,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v2_ind_seed7001,125,1000.0,80,7001,0.5922,0.5906,0.6055,0.7198,0.7133,0.5906,0.7996,0.9211,167.1,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7005,125,1000.0,80,7005,0.5874,0.6029,0.6042,0.7181,0.7358,0.6029,0.8487,0.9286,177.1,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,125,1000.0,80,7009,0.5974,0.5776,0.6025,0.7205,0.7031,0.5776,0.7866,0.9138,169.0,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7001,125,1000.0,96,7001,0.603,0.6034,0.6129,0.7257,0.723,0.6034,0.8081,0.9211,181.0,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v2_ind_seed7005,125,1000.0,96,7005,0.6042,0.6176,0.6117,0.7255,0.7442,0.6176,0.8445,0.9265,180.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,125,1000.0,96,7009,0.6188,0.5797,0.6258,0.7379,0.7116,0.5797,0.8017,0.9246,181.0,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7001,150,1.0,16,7001,0.6312,0.6354,0.8799,0.7648,0.7698,0.6354,0.8785,0.9616,324.6,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7005,150,1.0,16,7005,0.6505,0.6324,0.9128,0.7819,0.7698,0.6324,0.8971,0.9622,330.2,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v2_ind_seed7009,150,1.0,16,7009,0.6253,0.6056,0.8671,0.7565,0.7477,0.6056,0.8664,0.9461,325.7,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7001,150,1.0,32,7001,0.6204,0.6311,0.9154,0.7653,0.773,0.6311,0.8998,0.9723,329.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,150,1.0,32,7005,0.6484,0.6029,0.9128,0.7855,0.7516,0.6029,0.8824,0.9538,329.4,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7009,150,1.0,32,7009,0.6103,0.5991,0.9147,0.7582,0.7539,0.5991,0.8987,0.9569,319.8,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7001,150,1.0,48,7001,0.6334,0.6333,0.8467,0.7692,0.7634,0.6333,0.8763,0.9616,323.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7005,150,1.0,48,7005,0.6505,0.645,0.8566,0.7846,0.773,0.645,0.8887,0.9496,328.9,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7009,150,1.0,48,7009,0.6317,0.6056,0.8755,0.7652,0.7521,0.6056,0.8836,0.9461,316.4,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7001,150,1.0,64,7001,0.6095,0.6205,0.9154,0.757,0.7675,0.6205,0.9083,0.9659,324.2,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,150,1.0,64,7005,0.6484,0.6218,0.9128,0.779,0.7672,0.6218,0.8992,0.9664,334.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,150,1.0,64,7009,0.6338,0.5991,0.9092,0.7708,0.7515,0.5991,0.8944,0.9504,327.3,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v2_ind_seed7001,150,1.0,80,7001,0.6204,0.6247,0.9154,0.7595,0.766,0.6247,0.887,0.9701,330.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7005,150,1.0,80,7005,0.6463,0.6176,0.8104,0.7746,0.7523,0.6176,0.8613,0.9538,327.6,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7009,150,1.0,80,7009,0.5953,0.5884,0.9147,0.7513,0.7411,0.5884,0.8922,0.9547,327.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7001,150,1.0,96,7001,0.6312,0.6162,0.9154,0.7737,0.7617,0.6162,0.887,0.9659,336.5,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7005,150,1.0,96,7005,0.64,0.6176,0.9128,0.78,0.7635,0.6176,0.8971,0.9643,331.3,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,150,1.0,96,7009,0.6188,0.5905,0.9147,0.7662,0.7515,0.5905,0.9095,0.9612,327.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,150,5.0,16,7001,0.6269,0.6247,0.9154,0.7683,0.7681,0.6247,0.8934,0.9701,329.1,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v2_ind_seed7005,150,5.0,16,7005,0.6526,0.6303,0.9128,0.7875,0.7694,0.6303,0.8992,0.9643,332.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v2_ind_seed7009,150,5.0,16,7009,0.621,0.5797,0.9147,0.7643,0.7473,0.5797,0.9138,0.9655,326.6,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v2_ind_seed7001,150,5.0,32,7001,0.6356,0.6333,0.9154,0.7768,0.7749,0.6333,0.8955,0.9744,327.7,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7005,150,5.0,32,7005,0.6611,0.6071,0.908,0.7924,0.7556,0.6071,0.8866,0.9643,338.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7009,150,5.0,32,7009,0.621,0.6142,0.9147,0.7698,0.7692,0.6142,0.9138,0.9634,328.9,Reach max iteration 50 | best_iter=23
qwen,sum,fb237_v2_ind_seed7001,150,5.0,48,7001,0.6356,0.6397,0.9154,0.776,0.7771,0.6397,0.9041,0.9701,322.7,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v2_ind_seed7005,150,5.0,48,7005,0.6589,0.645,0.8604,0.7876,0.773,0.645,0.8866,0.9538,318.6,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v2_ind_seed7009,150,5.0,48,7009,0.6253,0.6056,0.9147,0.7688,0.7614,0.6056,0.903,0.9612,318.1,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v2_ind_seed7001,150,5.0,64,7001,0.6247,0.6354,0.9154,0.7708,0.7774,0.6354,0.9083,0.968,331.7,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7005,150,5.0,64,7005,0.6589,0.6534,0.9128,0.7895,0.7862,0.6534,0.9097,0.9664,332.8,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7009,150,5.0,64,7009,0.6403,0.6034,0.9147,0.7776,0.7619,0.6034,0.9052,0.9655,320.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v2_ind_seed7001,150,5.0,80,7001,0.6377,0.6397,0.9154,0.7751,0.7776,0.6397,0.9041,0.9744,331.6,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v2_ind_seed7005,150,5.0,80,7005,0.6547,0.645,0.9128,0.7903,0.7799,0.645,0.9034,0.9706,334.1,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v2_ind_seed7009,150,5.0,80,7009,0.6317,0.6164,0.9147,0.7751,0.7655,0.6164,0.9052,0.9677,329.5,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7001,150,5.0,96,7001,0.6312,0.6397,0.9154,0.7771,0.7817,0.6397,0.9104,0.9723,338.2,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v2_ind_seed7005,150,5.0,96,7005,0.6611,0.6261,0.9128,0.7952,0.7707,0.6261,0.9013,0.9664,329.5,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v2_ind_seed7009,150,5.0,96,7009,0.6296,0.6056,0.9147,0.7755,0.764,0.6056,0.9159,0.9677,333.8,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v2_ind_seed7001,150,10.0,16,7001,0.6486,0.6269,0.8268,0.7727,0.7579,0.6269,0.8763,0.9488,325.1,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v2_ind_seed7005,150,10.0,16,7005,0.6568,0.6387,0.9126,0.7914,0.7754,0.6387,0.9034,0.9643,332.8,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7009,150,10.0,16,7009,0.621,0.5884,0.9147,0.7643,0.7504,0.5884,0.8922,0.9612,327.2,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7001,150,10.0,32,7001,0.6399,0.6354,0.9154,0.7774,0.7771,0.6354,0.9104,0.9765,333.3,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v2_ind_seed7005,150,10.0,32,7005,0.6611,0.6429,0.9126,0.7957,0.7792,0.6429,0.9013,0.9664,326.3,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,150,10.0,32,7009,0.6188,0.6013,0.9142,0.7698,0.7612,0.6013,0.9073,0.9655,324.2,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7001,150,10.0,48,7001,0.6356,0.6375,0.9154,0.7776,0.7779,0.6375,0.9147,0.9723,325.3,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7005,150,10.0,48,7005,0.6632,0.6471,0.9123,0.7953,0.7803,0.6471,0.8908,0.9685,331.7,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7009,150,10.0,48,7009,0.6338,0.6056,0.9144,0.7744,0.7632,0.6056,0.9052,0.9677,326.2,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v2_ind_seed7001,150,10.0,64,7001,0.6334,0.6418,0.9154,0.7782,0.7817,0.6418,0.9104,0.9701,324.0,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v2_ind_seed7005,150,10.0,64,7005,0.6716,0.6303,0.9119,0.7974,0.7777,0.6303,0.9076,0.9832,332.7,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7009,150,10.0,64,7009,0.6424,0.6164,0.9147,0.7815,0.7667,0.6164,0.9052,0.9698,331.7,Reach max iteration 50 | best_iter=32
qwen,sum,fb237_v2_ind_seed7001,150,10.0,80,7001,0.6334,0.6439,0.9154,0.7752,0.7842,0.6439,0.9126,0.9765,327.0,Reach max iteration 50 | best_iter=38
qwen,sum,fb237_v2_ind_seed7005,150,10.0,80,7005,0.6695,0.6555,0.9123,0.7977,0.788,0.6555,0.9118,0.9706,329.9,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v2_ind_seed7009,150,10.0,80,7009,0.6338,0.625,0.9147,0.7757,0.7701,0.625,0.8944,0.9655,324.8,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v2_ind_seed7001,150,10.0,96,7001,0.6421,0.6354,0.9137,0.7828,0.7785,0.6354,0.9147,0.9701,338.5,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7005,150,10.0,96,7005,0.6653,0.645,0.9126,0.798,0.7817,0.645,0.9055,0.9685,329.7,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v2_ind_seed7009,150,10.0,96,7009,0.6381,0.6099,0.9144,0.7802,0.7691,0.6099,0.9159,0.9677,332.5,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7001,150,50.0,16,7001,0.6594,0.6461,0.8878,0.7916,0.7834,0.6461,0.9126,0.9765,300.8,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7005,150,50.0,16,7005,0.6884,0.6618,0.8715,0.814,0.7965,0.6618,0.9244,0.9769,323.3,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7009,150,50.0,16,7009,0.6638,0.6638,0.8649,0.793,0.7912,0.6638,0.9095,0.9698,311.3,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v2_ind_seed7001,150,50.0,32,7001,0.6833,0.6716,0.8796,0.8076,0.7995,0.6716,0.919,0.9765,310.8,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7005,150,50.0,32,7005,0.6884,0.6639,0.8768,0.812,0.7982,0.6639,0.9286,0.9769,323.1,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v2_ind_seed7009,150,50.0,32,7009,0.6531,0.6466,0.856,0.7917,0.7816,0.6466,0.9073,0.9655,308.2,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7001,150,50.0,48,7001,0.6703,0.6588,0.8731,0.7976,0.7943,0.6588,0.9104,0.9787,322.9,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,150,50.0,48,7005,0.6989,0.666,0.8865,0.8168,0.7986,0.666,0.9286,0.9706,315.9,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7009,150,50.0,48,7009,0.6702,0.6767,0.8808,0.7976,0.802,0.6767,0.9138,0.972,322.7,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7001,150,50.0,64,7001,0.6725,0.6588,0.8907,0.8014,0.7944,0.6588,0.919,0.9765,329.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,150,50.0,64,7005,0.6926,0.6576,0.894,0.8152,0.7922,0.6576,0.916,0.9748,332.0,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7009,150,50.0,64,7009,0.6745,0.653,0.8856,0.8022,0.7884,0.653,0.9116,0.972,321.5,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7001,150,50.0,80,7001,0.6703,0.6546,0.8991,0.8005,0.7905,0.6546,0.919,0.9787,322.3,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v2_ind_seed7005,150,50.0,80,7005,0.6989,0.6702,0.8908,0.8176,0.8023,0.6702,0.9244,0.9769,327.5,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v2_ind_seed7009,150,50.0,80,7009,0.6617,0.6358,0.8957,0.7946,0.7813,0.6358,0.9203,0.972,327.3,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v2_ind_seed7001,150,50.0,96,7001,0.6703,0.6482,0.9012,0.8009,0.788,0.6482,0.9254,0.9808,330.3,Reach max iteration 50 | best_iter=29
qwen,sum,fb237_v2_ind_seed7005,150,50.0,96,7005,0.7032,0.6723,0.8892,0.8195,0.8007,0.6723,0.9223,0.9727,327.8,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v2_ind_seed7009,150,50.0,96,7009,0.6681,0.6422,0.8909,0.7992,0.7854,0.6422,0.9138,0.9784,338.6,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v2_ind_seed7001,150,100.0,16,7001,0.6746,0.693,0.8222,0.8014,0.8095,0.693,0.9168,0.9723,320.7,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7005,150,100.0,16,7005,0.7011,0.6744,0.8353,0.8141,0.7991,0.6744,0.9034,0.9748,329.4,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v2_ind_seed7009,150,100.0,16,7009,0.6916,0.6616,0.8133,0.8084,0.7885,0.6616,0.8987,0.9677,309.9,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v2_ind_seed7001,150,100.0,32,7001,0.6941,0.678,0.8405,0.8097,0.8023,0.678,0.9211,0.9723,326.0,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v2_ind_seed7005,150,100.0,32,7005,0.7179,0.6912,0.843,0.8311,0.8106,0.6912,0.9181,0.9748,322.8,Reach max iteration 50 | best_iter=20
qwen,sum,fb237_v2_ind_seed7009,150,100.0,32,7009,0.6767,0.6746,0.8104,0.8028,0.7964,0.6746,0.8966,0.9677,315.4,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v2_ind_seed7001,150,100.0,48,7001,0.6963,0.6908,0.8426,0.8121,0.8126,0.6908,0.9296,0.9808,322.7,Reach max iteration 50 | best_iter=9
