model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v3_ind_seed7001,50,1.0,16,7001,0.6578,0.6522,0.8674,0.7747,0.7679,0.6522,0.8638,0.9542,243.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,125,50.0,32,7009,0.7092,0.6947,0.8742,0.8089,0.8033,0.6947,0.8986,0.9747,484.8,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,125,50.0,48,7001,0.7052,0.6751,0.8889,0.8132,0.799,0.6751,0.9176,0.9817,488.2,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7005,125,50.0,48,7005,0.7056,0.6881,0.8826,0.8153,0.7951,0.6881,0.8819,0.9622,485.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7009,125,50.0,48,7009,0.7069,0.6959,0.8503,0.807,0.8051,0.6959,0.9078,0.9677,483.2,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,125,50.0,64,7001,0.7052,0.6716,0.8866,0.8133,0.7994,0.6716,0.9211,0.9805,486.8,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7005,125,50.0,64,7005,0.709,0.6812,0.8881,0.8157,0.791,0.6812,0.8865,0.9622,484.0,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7009,125,50.0,64,7009,0.7069,0.6924,0.8876,0.8101,0.8042,0.6924,0.9021,0.97,475.9,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7001,125,50.0,80,7001,0.7156,0.6785,0.8752,0.819,0.8002,0.6785,0.9119,0.9783,490.5,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7005,125,50.0,80,7005,0.7068,0.6823,0.8918,0.8157,0.7925,0.6823,0.8922,0.9622,481.3,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,125,50.0,80,7009,0.7092,0.6959,0.8613,0.8102,0.8038,0.6959,0.8975,0.9712,489.6,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,125,50.0,96,7001,0.7156,0.6796,0.8862,0.8183,0.8026,0.6796,0.9176,0.9805,490.2,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7005,125,50.0,96,7005,0.6999,0.6686,0.8914,0.8103,0.7841,0.6686,0.8784,0.9622,488.2,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7009,125,50.0,96,7009,0.7126,0.6901,0.8859,0.8133,0.8024,0.6901,0.9078,0.9689,477.1,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7001,125,100.0,16,7001,0.7225,0.6934,0.83,0.822,0.8087,0.6934,0.9153,0.9828,482.4,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,125,100.0,16,7005,0.7102,0.6904,0.8409,0.8152,0.7982,0.6904,0.8922,0.9633,472.3,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v3_ind_seed7009,125,100.0,16,7009,0.7195,0.7097,0.8348,0.8143,0.813,0.7097,0.9044,0.9747,476.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7001,125,100.0,32,7001,0.7156,0.6808,0.8463,0.8202,0.8043,0.6808,0.9222,0.9794,484.6,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v3_ind_seed7005,125,100.0,32,7005,0.7216,0.6938,0.8038,0.82,0.7933,0.6938,0.8704,0.9599,475.4,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7009,125,100.0,32,7009,0.7218,0.7062,0.8365,0.8175,0.8119,0.7062,0.9044,0.9724,479.9,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7001,125,100.0,48,7001,0.7202,0.6842,0.8482,0.8236,0.805,0.6842,0.9165,0.9828,483.2,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v3_ind_seed7005,125,100.0,48,7005,0.7216,0.7041,0.836,0.8224,0.8066,0.7041,0.8968,0.9679,480.5,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7009,125,100.0,48,7009,0.723,0.7154,0.8343,0.8193,0.8154,0.7154,0.909,0.9747,491.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,125,100.0,64,7001,0.7191,0.7082,0.8341,0.8234,0.8177,0.7082,0.9222,0.984,484.6,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,125,100.0,64,7005,0.7205,0.6995,0.8557,0.8231,0.8026,0.6995,0.8888,0.961,484.4,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v3_ind_seed7009,125,100.0,64,7009,0.7276,0.7097,0.8467,0.8191,0.8128,0.7097,0.9032,0.977,483.7,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7001,125,100.0,80,7001,0.7214,0.6957,0.8428,0.8244,0.8112,0.6957,0.9211,0.9794,489.0,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,125,100.0,80,7005,0.7159,0.703,0.8378,0.8206,0.8053,0.703,0.8933,0.9644,483.5,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7009,125,100.0,80,7009,0.7253,0.6993,0.8301,0.8173,0.8084,0.6993,0.909,0.9747,487.7,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,125,100.0,96,7001,0.7237,0.7037,0.8447,0.8254,0.8161,0.7037,0.9222,0.9817,485.9,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7005,125,100.0,96,7005,0.7216,0.7007,0.8387,0.8257,0.8023,0.7007,0.8876,0.9644,484.2,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7009,125,100.0,96,7009,0.7241,0.7051,0.8504,0.8183,0.8132,0.7051,0.9078,0.977,493.6,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7001,125,500.0,16,7001,0.7029,0.659,0.708,0.7953,0.7683,0.659,0.8513,0.9462,262.2,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7005,125,500.0,16,7005,0.6701,0.664,0.7043,0.7731,0.7662,0.664,0.8463,0.9404,266.9,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,125,500.0,16,7009,0.6759,0.6613,0.7016,0.7704,0.7679,0.6613,0.8479,0.9355,262.2,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v3_ind_seed7001,125,500.0,32,7001,0.7017,0.6865,0.7242,0.8018,0.7909,0.6865,0.873,0.9622,315.2,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7005,125,500.0,32,7005,0.6838,0.6835,0.7266,0.7872,0.7832,0.6835,0.8612,0.9518,308.5,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7009,125,500.0,32,7009,0.7,0.6901,0.7231,0.7903,0.7909,0.6901,0.8721,0.9516,306.7,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v3_ind_seed7001,125,500.0,48,7001,0.7087,0.6808,0.7334,0.8067,0.7912,0.6808,0.8787,0.9622,353.1,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7005,125,500.0,48,7005,0.6896,0.6938,0.7304,0.7918,0.79,0.6938,0.8658,0.9507,352.0,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7009,125,500.0,48,7009,0.7034,0.6959,0.734,0.7946,0.7952,0.6959,0.8721,0.9551,363.4,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7001,125,500.0,64,7001,0.7087,0.6716,0.7351,0.8056,0.7862,0.6716,0.8787,0.9634,396.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7005,125,500.0,64,7005,0.6873,0.6938,0.7396,0.7953,0.7908,0.6938,0.8658,0.953,406.9,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,125,500.0,64,7009,0.7057,0.697,0.7425,0.7964,0.7978,0.697,0.8767,0.9562,425.9,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7001,125,500.0,80,7001,0.7087,0.6796,0.7441,0.8091,0.7911,0.6796,0.8799,0.9668,443.0,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v3_ind_seed7005,125,500.0,80,7005,0.6976,0.7053,0.7465,0.8011,0.8004,0.7053,0.8761,0.9587,443.9,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7009,125,500.0,80,7009,0.7126,0.6924,0.7496,0.7998,0.7956,0.6924,0.8756,0.9608,467.0,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7001,125,500.0,96,7001,0.7237,0.6876,0.7544,0.818,0.7974,0.6876,0.8924,0.9645,483.4,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7005,125,500.0,96,7005,0.6964,0.6961,0.7505,0.8015,0.7943,0.6961,0.8784,0.961,476.0,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v3_ind_seed7009,125,500.0,96,7009,0.7092,0.6993,0.7546,0.8002,0.7998,0.6993,0.8767,0.9608,476.5,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v3_ind_seed7001,125,1000.0,16,7001,0.6266,0.6007,0.6204,0.7334,0.7097,0.6007,0.7803,0.8936,229.7,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v3_ind_seed7005,125,1000.0,16,7005,0.5945,0.5998,0.6247,0.7017,0.706,0.5998,0.7821,0.9002,231.3,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v3_ind_seed7009,125,1000.0,16,7009,0.5862,0.5899,0.6164,0.6971,0.7082,0.5899,0.7903,0.9009,229.0,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v3_ind_seed7001,125,1000.0,32,7001,0.6497,0.6247,0.6433,0.7538,0.7297,0.6247,0.8032,0.9062,250.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7005,125,1000.0,32,7005,0.6197,0.6239,0.6487,0.7285,0.7295,0.6239,0.8016,0.9117,231.2,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7009,125,1000.0,32,7009,0.6276,0.6429,0.6468,0.7315,0.7456,0.6429,0.818,0.9078,232.1,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v3_ind_seed7001,125,1000.0,48,7001,0.6613,0.6384,0.6621,0.7659,0.743,0.6384,0.8135,0.9222,273.5,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v3_ind_seed7005,125,1000.0,48,7005,0.6323,0.6399,0.6622,0.7387,0.7426,0.6399,0.8131,0.9243,278.5,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7009,125,1000.0,48,7009,0.6264,0.6452,0.6571,0.7367,0.7521,0.6452,0.8318,0.9194,274.4,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v3_ind_seed7001,125,1000.0,64,7001,0.6821,0.6602,0.6791,0.7801,0.7615,0.6602,0.8421,0.9302,307.3,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v3_ind_seed7005,125,1000.0,64,7005,0.6564,0.6456,0.6814,0.7597,0.7526,0.6456,0.8406,0.9278,310.6,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,125,1000.0,64,7009,0.6379,0.6613,0.6762,0.7461,0.7637,0.6613,0.8399,0.9286,311.8,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7001,125,1000.0,80,7001,0.6844,0.667,0.6857,0.7836,0.7678,0.667,0.841,0.9325,337.5,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v3_ind_seed7005,125,1000.0,80,7005,0.6598,0.6456,0.6876,0.7635,0.7542,0.6456,0.8406,0.9278,342.1,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v3_ind_seed7009,125,1000.0,80,7009,0.6552,0.6578,0.6812,0.7565,0.7657,0.6578,0.8491,0.9309,345.2,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7001,125,1000.0,96,7001,0.6855,0.6579,0.6882,0.7857,0.7642,0.6579,0.8455,0.9371,357.7,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7005,125,1000.0,96,7005,0.6712,0.656,0.6948,0.7724,0.7625,0.656,0.8452,0.9323,360.6,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7009,125,1000.0,96,7009,0.6563,0.6682,0.6889,0.7601,0.7708,0.6682,0.8479,0.9366,356.0,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7001,150,1.0,16,7001,0.6636,0.6442,0.8425,0.7744,0.7644,0.6442,0.8684,0.9577,570.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,150,1.0,16,7005,0.6632,0.6388,0.8569,0.7744,0.7519,0.6388,0.8429,0.9415,554.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,150,1.0,16,7009,0.6529,0.6348,0.9154,0.7662,0.755,0.6348,0.8606,0.9412,549.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7001,150,1.0,32,7001,0.6405,0.6224,0.9017,0.7613,0.7475,0.6224,0.8558,0.9428,556.7,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,150,1.0,32,7005,0.6609,0.6273,0.8942,0.7766,0.746,0.6273,0.8463,0.9427,570.7,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,150,1.0,32,7009,0.6586,0.6601,0.8946,0.7701,0.774,0.6601,0.8687,0.9574,567.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,150,1.0,48,7001,0.6763,0.6236,0.8662,0.7859,0.759,0.6236,0.8776,0.9622,562.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,150,1.0,48,7005,0.646,0.6227,0.9021,0.7684,0.742,0.6227,0.8326,0.9346,567.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,150,1.0,48,7009,0.6586,0.6636,0.9099,0.7715,0.7763,0.6636,0.8687,0.9516,558.2,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,150,1.0,64,7001,0.6543,0.627,0.9119,0.7703,0.7591,0.627,0.8741,0.9588,573.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,150,1.0,64,7005,0.6495,0.6422,0.8906,0.7713,0.761,0.6422,0.8647,0.945,567.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,150,1.0,64,7009,0.6575,0.6624,0.8744,0.7686,0.773,0.6624,0.8687,0.9528,567.4,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,150,1.0,80,7001,0.6659,0.6533,0.8778,0.7838,0.7763,0.6533,0.8844,0.9622,591.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,150,1.0,80,7005,0.6529,0.6399,0.8823,0.7746,0.759,0.6399,0.8624,0.9415,590.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,150,1.0,80,7009,0.6724,0.6774,0.8893,0.7779,0.7857,0.6774,0.8813,0.9516,588.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,150,1.0,96,7001,0.6717,0.6533,0.8514,0.7788,0.7697,0.6533,0.8719,0.9462,590.8,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7005,150,1.0,96,7005,0.6644,0.6628,0.8544,0.7761,0.7701,0.6628,0.8555,0.9472,593.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,150,1.0,96,7009,0.6678,0.6636,0.8935,0.7774,0.7759,0.6636,0.8675,0.9516,562.1,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,150,5.0,16,7001,0.6624,0.627,0.9309,0.7779,0.7612,0.627,0.881,0.9691,566.9,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v3_ind_seed7005,150,5.0,16,7005,0.6804,0.6548,0.8603,0.7841,0.7624,0.6548,0.8486,0.9472,556.6,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,150,5.0,16,7009,0.6667,0.6567,0.9267,0.7765,0.7743,0.6567,0.8813,0.9516,551.8,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v3_ind_seed7001,150,5.0,32,7001,0.6578,0.6407,0.9309,0.7795,0.7699,0.6407,0.8902,0.9611,550.4,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v3_ind_seed7005,150,5.0,32,7005,0.6586,0.6445,0.9292,0.7791,0.7655,0.6445,0.8739,0.9495,570.8,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v3_ind_seed7009,150,5.0,32,7009,0.6747,0.6429,0.927,0.7833,0.7692,0.6429,0.8848,0.9608,565.3,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v3_ind_seed7001,150,5.0,48,7001,0.6717,0.6213,0.9309,0.7893,0.7628,0.6213,0.8982,0.9703,562.4,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v3_ind_seed7005,150,5.0,48,7005,0.6518,0.6422,0.9294,0.7759,0.7638,0.6422,0.8681,0.9495,558.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v3_ind_seed7009,150,5.0,48,7009,0.6632,0.6671,0.9269,0.7779,0.78,0.6671,0.8802,0.9597,562.7,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v3_ind_seed7001,150,5.0,64,7001,0.6647,0.6362,0.9309,0.7844,0.7702,0.6362,0.8913,0.9725,569.7,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7005,150,5.0,64,7005,0.6632,0.6445,0.8957,0.7791,0.7628,0.6445,0.8658,0.9461,564.0,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,150,5.0,64,7009,0.669,0.6613,0.927,0.7813,0.7793,0.6613,0.8871,0.9585,570.6,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7001,150,5.0,80,7001,0.6705,0.6373,0.9309,0.7888,0.7685,0.6373,0.889,0.9645,583.7,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v3_ind_seed7005,150,5.0,80,7005,0.6655,0.633,0.9292,0.7859,0.7597,0.633,0.8704,0.9438,589.4,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v3_ind_seed7009,150,5.0,80,7009,0.6713,0.6717,0.8909,0.7799,0.7845,0.6717,0.8882,0.9528,588.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,150,5.0,96,7001,0.6601,0.6373,0.9309,0.7812,0.77,0.6373,0.8959,0.9657,592.1,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v3_ind_seed7005,150,5.0,96,7005,0.6552,0.656,0.8907,0.7722,0.7688,0.656,0.8681,0.9484,596.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,150,5.0,96,7009,0.6655,0.6578,0.9269,0.7806,0.777,0.6578,0.8848,0.9654,562.3,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7001,150,10.0,16,7001,0.6613,0.6316,0.9305,0.7836,0.7687,0.6316,0.8913,0.9748,553.4,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v3_ind_seed7005,150,10.0,16,7005,0.669,0.6548,0.8658,0.7802,0.7649,0.6548,0.8544,0.9461,547.9,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7009,150,10.0,16,7009,0.6759,0.6578,0.9265,0.7844,0.778,0.6578,0.8848,0.962,567.9,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v3_ind_seed7001,150,10.0,32,7001,0.6728,0.6373,0.9301,0.7903,0.7713,0.6373,0.9039,0.9725,578.0,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7005,150,10.0,32,7005,0.6667,0.6456,0.9288,0.7854,0.7679,0.6456,0.8773,0.9507,565.6,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v3_ind_seed7009,150,10.0,32,7009,0.6759,0.6578,0.9266,0.7858,0.7773,0.6578,0.8825,0.9608,580.6,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v3_ind_seed7001,150,10.0,48,7001,0.6775,0.6384,0.9305,0.7918,0.7715,0.6384,0.8936,0.9714,556.4,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v3_ind_seed7005,150,10.0,48,7005,0.6598,0.6433,0.9284,0.7836,0.7667,0.6433,0.8739,0.9553,556.5,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v3_ind_seed7009,150,10.0,48,7009,0.6667,0.6613,0.9263,0.7833,0.7797,0.6613,0.8836,0.9597,550.8,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v3_ind_seed7001,150,10.0,64,7001,0.6694,0.6339,0.9305,0.7889,0.7711,0.6339,0.8902,0.9771,580.3,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v3_ind_seed7005,150,10.0,64,7005,0.6586,0.6583,0.9274,0.7823,0.7748,0.6583,0.8727,0.9518,563.6,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v3_ind_seed7009,150,10.0,64,7009,0.677,0.6544,0.9254,0.7863,0.775,0.6544,0.879,0.962,566.6,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v3_ind_seed7001,150,10.0,80,7001,0.6694,0.6373,0.9292,0.7924,0.7707,0.6373,0.8902,0.9703,581.6,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v3_ind_seed7005,150,10.0,80,7005,0.6747,0.6548,0.8922,0.7891,0.7702,0.6548,0.8704,0.9495,571.9,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7009,150,10.0,80,7009,0.6805,0.6774,0.8451,0.783,0.7871,0.6774,0.8825,0.9597,581.1,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,150,10.0,96,7001,0.6624,0.643,0.9304,0.7868,0.7763,0.643,0.905,0.9737,592.2,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v3_ind_seed7005,150,10.0,96,7005,0.6621,0.6445,0.9282,0.7845,0.7678,0.6445,0.8773,0.9495,601.8,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v3_ind_seed7009,150,10.0,96,7009,0.6931,0.6694,0.8731,0.7925,0.7819,0.6694,0.8836,0.9631,565.5,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v3_ind_seed7001,150,50.0,16,7001,0.7121,0.6808,0.871,0.8159,0.7982,0.6808,0.9096,0.9794,566.9,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,150,50.0,16,7005,0.6976,0.6892,0.8736,0.8117,0.7963,0.6892,0.8865,0.9633,557.1,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7009,150,50.0,16,7009,0.7103,0.6982,0.859,0.8051,0.8032,0.6982,0.8975,0.9654,566.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7001,150,50.0,32,7001,0.704,0.6773,0.8862,0.8128,0.7975,0.6773,0.9119,0.9783,571.5,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7005,150,50.0,32,7005,0.709,0.68,0.8841,0.8178,0.7933,0.68,0.8979,0.9644,568.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7009,150,50.0,32,7009,0.7023,0.6993,0.8709,0.8059,0.806,0.6993,0.9044,0.9677,573.9,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,150,50.0,48,7001,0.711,0.6796,0.8602,0.8167,0.8007,0.6796,0.9108,0.9783,570.5,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v3_ind_seed7005,150,50.0,48,7005,0.7068,0.6858,0.8811,0.8167,0.7949,0.6858,0.8968,0.961,566.0,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7009,150,50.0,48,7009,0.7046,0.6947,0.8707,0.8083,0.8068,0.6947,0.9101,0.9724,569.8,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v3_ind_seed7001,150,50.0,64,7001,0.7064,0.6579,0.8892,0.8151,0.7906,0.6579,0.9211,0.976,583.5,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7005,150,50.0,64,7005,0.6987,0.6755,0.8856,0.8106,0.7894,0.6755,0.8876,0.9667,579.6,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v3_ind_seed7009,150,50.0,64,7009,0.7069,0.6855,0.8853,0.8095,0.8021,0.6855,0.9101,0.9724,570.0,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v3_ind_seed7001,150,50.0,80,7001,0.7202,0.6831,0.8817,0.8238,0.8024,0.6831,0.9188,0.9771,591.0,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v3_ind_seed7005,150,50.0,80,7005,0.7045,0.6755,0.8843,0.815,0.7907,0.6755,0.8922,0.9656,584.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7009,150,50.0,80,7009,0.7069,0.7005,0.877,0.8089,0.8077,0.7005,0.9044,0.97,586.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7001,150,50.0,96,7001,0.7168,0.6796,0.8744,0.8188,0.8012,0.6796,0.9199,0.9737,597.7,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v3_ind_seed7005,150,50.0,96,7005,0.6987,0.6778,0.8856,0.8105,0.7914,0.6778,0.8888,0.9633,596.9,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7009,150,50.0,96,7009,0.708,0.6878,0.8844,0.8097,0.8032,0.6878,0.9078,0.9735,598.9,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,150,100.0,16,7001,0.7202,0.6876,0.8391,0.8206,0.8049,0.6876,0.913,0.9794,533.0,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v3_ind_seed7005,150,100.0,16,7005,0.7102,0.7018,0.8375,0.8172,0.8038,0.7018,0.8911,0.9679,541.3,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7009,150,100.0,16,7009,0.7264,0.7051,0.8336,0.819,0.8106,0.7051,0.8963,0.9712,538.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,150,100.0,32,7001,0.7214,0.6796,0.846,0.8243,0.8027,0.6796,0.9188,0.9805,548.5,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v3_ind_seed7005,150,100.0,32,7005,0.7228,0.7041,0.8386,0.8237,0.8069,0.7041,0.8888,0.9656,553.8,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v3_ind_seed7009,150,100.0,32,7009,0.7218,0.7154,0.8334,0.8177,0.8184,0.7154,0.9147,0.97,552.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v3_ind_seed7001,150,100.0,48,7001,0.7191,0.6968,0.8314,0.8233,0.8108,0.6968,0.9222,0.9805,568.6,Reach max iteration 50 | best_iter=7
