model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
qwen,sum,fb237_v3_ind_seed7001,50,1.0,16,7001,0.6821,0.6407,0.8646,0.7904,0.7607,0.6407,0.8684,0.9485,253.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7009,125,50.0,32,7009,0.7057,0.7166,0.8889,0.814,0.8237,0.7166,0.9194,0.9816,489.3,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,125,50.0,48,7001,0.7214,0.6979,0.8878,0.8269,0.8104,0.6979,0.9142,0.9737,496.1,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7005,125,50.0,48,7005,0.7033,0.6892,0.9098,0.8133,0.8041,0.6892,0.9094,0.9656,487.7,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7009,125,50.0,48,7009,0.7184,0.7074,0.8712,0.8202,0.8175,0.7074,0.9205,0.9781,490.3,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,125,50.0,64,7001,0.7191,0.6888,0.9066,0.8237,0.8046,0.6888,0.9153,0.9771,485.3,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7005,125,50.0,64,7005,0.6976,0.6904,0.9118,0.8122,0.8054,0.6904,0.9094,0.9679,483.4,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7009,125,50.0,64,7009,0.7184,0.7085,0.8669,0.8193,0.8184,0.7085,0.9228,0.9816,491.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,125,50.0,80,7001,0.7191,0.6968,0.9112,0.8256,0.8121,0.6968,0.9222,0.9783,489.3,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7005,125,50.0,80,7005,0.6964,0.6938,0.9133,0.8118,0.8066,0.6938,0.9037,0.9713,483.1,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v3_ind_seed7009,125,50.0,80,7009,0.7,0.7108,0.9111,0.8149,0.8202,0.7108,0.9286,0.9816,489.1,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v3_ind_seed7001,125,50.0,96,7001,0.7237,0.7002,0.9055,0.8291,0.8108,0.7002,0.9199,0.9783,485.1,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7005,125,50.0,96,7005,0.6976,0.6812,0.9177,0.8134,0.8011,0.6812,0.9117,0.9679,491.3,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v3_ind_seed7009,125,50.0,96,7009,0.7103,0.712,0.8867,0.8181,0.8204,0.712,0.9171,0.9839,489.6,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,125,100.0,16,7001,0.7306,0.6934,0.8556,0.8324,0.809,0.6934,0.9176,0.9783,484.1,Reach max iteration 50 | best_iter=13
qwen,sum,fb237_v3_ind_seed7005,125,100.0,16,7005,0.7228,0.7202,0.8559,0.8248,0.8233,0.7202,0.914,0.9702,477.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7009,125,100.0,16,7009,0.7368,0.7304,0.8543,0.831,0.8311,0.7304,0.9263,0.9827,483.7,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7001,125,100.0,32,7001,0.7387,0.6957,0.8655,0.8372,0.8115,0.6957,0.9222,0.9828,486.2,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7005,125,100.0,32,7005,0.7205,0.7144,0.8655,0.8261,0.8179,0.7144,0.9071,0.9702,485.0,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7009,125,100.0,32,7009,0.731,0.7131,0.8461,0.8284,0.823,0.7131,0.9228,0.9827,493.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7001,125,100.0,48,7001,0.7364,0.7059,0.8637,0.838,0.8186,0.7059,0.9256,0.9805,485.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7005,125,100.0,48,7005,0.7239,0.7156,0.8718,0.8258,0.8177,0.7156,0.9048,0.9748,472.5,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,125,100.0,48,7009,0.7333,0.7304,0.8653,0.8319,0.8321,0.7304,0.9297,0.9804,483.3,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7001,125,100.0,64,7001,0.7283,0.6968,0.8735,0.8329,0.8115,0.6968,0.9211,0.984,485.7,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v3_ind_seed7005,125,100.0,64,7005,0.7331,0.7087,0.8718,0.8336,0.8166,0.7087,0.9128,0.9759,483.6,Reach max iteration 50 | best_iter=28
qwen,sum,fb237_v3_ind_seed7009,125,100.0,64,7009,0.7287,0.7224,0.8646,0.8295,0.8283,0.7224,0.9297,0.9839,478.9,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7001,125,100.0,80,7001,0.741,0.7117,0.8567,0.8376,0.8206,0.7117,0.9233,0.9828,494.1,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7005,125,100.0,80,7005,0.7251,0.7133,0.8673,0.8283,0.8177,0.7133,0.9048,0.9736,484.6,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,125,100.0,80,7009,0.7276,0.7281,0.8482,0.8269,0.8316,0.7281,0.9274,0.985,493.1,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,125,100.0,96,7001,0.7445,0.7094,0.8514,0.8412,0.8193,0.7094,0.9245,0.9851,484.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,125,100.0,96,7005,0.7308,0.7007,0.8724,0.8329,0.8118,0.7007,0.9117,0.9771,483.7,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7009,125,100.0,96,7009,0.7402,0.7212,0.8477,0.8346,0.8272,0.7212,0.9228,0.985,484.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7001,125,500.0,16,7001,0.6936,0.6716,0.711,0.7985,0.7788,0.6716,0.8673,0.9474,305.8,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7005,125,500.0,16,7005,0.677,0.6858,0.7175,0.7811,0.7853,0.6858,0.8635,0.9427,313.5,Reach max iteration 50 | best_iter=24
qwen,sum,fb237_v3_ind_seed7009,125,500.0,16,7009,0.6885,0.6774,0.7133,0.7858,0.7835,0.6774,0.8698,0.9516,314.7,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7001,125,500.0,32,7001,0.7179,0.6739,0.7321,0.8131,0.7875,0.6739,0.881,0.9588,352.5,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7005,125,500.0,32,7005,0.693,0.6995,0.7308,0.7954,0.7974,0.6995,0.8819,0.9541,356.3,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v3_ind_seed7009,125,500.0,32,7009,0.7,0.6901,0.7325,0.7985,0.7944,0.6901,0.8813,0.9574,360.5,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7001,125,500.0,48,7001,0.7237,0.6911,0.7449,0.8197,0.7976,0.6911,0.8822,0.9645,403.8,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7005,125,500.0,48,7005,0.6953,0.7076,0.7377,0.7983,0.8054,0.7076,0.8899,0.9541,401.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7009,125,500.0,48,7009,0.7046,0.7039,0.7437,0.8043,0.8048,0.7039,0.8859,0.9643,419.1,Reach max iteration 50 | best_iter=22
qwen,sum,fb237_v3_ind_seed7001,125,500.0,64,7001,0.726,0.6854,0.7474,0.8227,0.7962,0.6854,0.8867,0.9691,449.9,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v3_ind_seed7005,125,500.0,64,7005,0.7045,0.7156,0.7484,0.8042,0.8105,0.7156,0.8888,0.961,451.1,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v3_ind_seed7009,125,500.0,64,7009,0.7103,0.6982,0.755,0.8093,0.8031,0.6982,0.8882,0.9677,446.1,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7001,125,500.0,80,7001,0.7364,0.6979,0.7574,0.828,0.8052,0.6979,0.8913,0.9691,483.0,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7005,125,500.0,80,7005,0.709,0.7179,0.7534,0.8079,0.8106,0.7179,0.8865,0.9599,485.0,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7009,125,500.0,80,7009,0.708,0.7074,0.7571,0.809,0.8087,0.7074,0.8917,0.9689,486.7,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7001,125,500.0,96,7001,0.7318,0.6991,0.7559,0.8266,0.8065,0.6991,0.8959,0.9748,479.4,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v3_ind_seed7005,125,500.0,96,7005,0.7033,0.7271,0.7512,0.8078,0.8185,0.7271,0.8922,0.9633,480.7,Reach max iteration 50 | best_iter=34
qwen,sum,fb237_v3_ind_seed7009,125,500.0,96,7009,0.7149,0.7051,0.761,0.8133,0.8094,0.7051,0.8998,0.9643,475.2,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7001,125,1000.0,16,7001,0.6509,0.6201,0.6463,0.7577,0.7282,0.6201,0.7986,0.9096,230.3,Reach max iteration 50 | best_iter=16
qwen,sum,fb237_v3_ind_seed7005,125,1000.0,16,7005,0.6117,0.6284,0.6364,0.7234,0.729,0.6284,0.7959,0.9071,237.2,Reach max iteration 50 | best_iter=26
qwen,sum,fb237_v3_ind_seed7009,125,1000.0,16,7009,0.6241,0.6244,0.6359,0.7309,0.7333,0.6244,0.8157,0.9055,232.4,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7001,125,1000.0,32,7001,0.6694,0.6396,0.6721,0.7737,0.7488,0.6396,0.8341,0.9291,273.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,125,1000.0,32,7005,0.6415,0.6571,0.6722,0.7513,0.7564,0.6571,0.8349,0.9197,271.7,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7009,125,1000.0,32,7009,0.6483,0.6544,0.6718,0.7571,0.7608,0.6544,0.8433,0.9263,272.4,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7001,125,1000.0,48,7001,0.6821,0.6579,0.6829,0.7835,0.7634,0.6579,0.8387,0.9394,315.5,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7005,125,1000.0,48,7005,0.6529,0.6766,0.6847,0.7626,0.7717,0.6766,0.8463,0.9335,310.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7009,125,1000.0,48,7009,0.6667,0.6671,0.684,0.7675,0.7709,0.6671,0.8479,0.932,310.8,Reach max iteration 50 | best_iter=14
qwen,sum,fb237_v3_ind_seed7001,125,1000.0,64,7001,0.6879,0.659,0.6895,0.7895,0.7663,0.659,0.8478,0.9382,338.7,Reach max iteration 50 | best_iter=15
qwen,sum,fb237_v3_ind_seed7005,125,1000.0,64,7005,0.6609,0.6766,0.691,0.7678,0.7737,0.6766,0.8486,0.9369,332.2,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7009,125,1000.0,64,7009,0.6724,0.6774,0.695,0.7746,0.7778,0.6774,0.8583,0.9435,339.8,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7001,125,1000.0,80,7001,0.6948,0.6728,0.7025,0.7967,0.7767,0.6728,0.8593,0.9428,362.3,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7005,125,1000.0,80,7005,0.6655,0.6778,0.6985,0.7715,0.7776,0.6778,0.8601,0.9369,361.6,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7009,125,1000.0,80,7009,0.6793,0.674,0.7,0.7791,0.7784,0.674,0.8594,0.9424,375.5,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7001,125,1000.0,96,7001,0.696,0.6659,0.7013,0.7973,0.7728,0.6659,0.8604,0.9394,382.5,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7005,125,1000.0,96,7005,0.669,0.6904,0.7081,0.7759,0.784,0.6904,0.8589,0.9472,398.3,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7009,125,1000.0,96,7009,0.6816,0.6774,0.7075,0.7816,0.7815,0.6774,0.8629,0.947,395.6,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7001,150,1.0,16,7001,0.6913,0.6659,0.8752,0.7947,0.7769,0.6659,0.873,0.9519,556.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,150,1.0,16,7005,0.6632,0.6307,0.9294,0.7787,0.7623,0.6307,0.8773,0.9564,563.5,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,150,1.0,16,7009,0.6793,0.6982,0.9012,0.7933,0.8077,0.6982,0.9055,0.9758,574.6,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,1.0,32,7001,0.6728,0.6453,0.9309,0.7911,0.7707,0.6453,0.8902,0.9645,563.8,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v3_ind_seed7005,150,1.0,32,7005,0.6655,0.6583,0.9294,0.7854,0.7773,0.6583,0.8888,0.9553,575.3,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,150,1.0,32,7009,0.6839,0.6993,0.9021,0.7959,0.8051,0.6993,0.8986,0.9666,578.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,1.0,48,7001,0.6694,0.6407,0.9309,0.7864,0.7685,0.6407,0.8856,0.9588,576.5,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v3_ind_seed7005,150,1.0,48,7005,0.6621,0.6502,0.9294,0.7803,0.7725,0.6502,0.8739,0.9553,580.4,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7009,150,1.0,48,7009,0.6724,0.6832,0.9213,0.7865,0.7968,0.6832,0.8986,0.9666,574.8,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,150,1.0,64,7001,0.6948,0.6705,0.8237,0.7985,0.7788,0.6705,0.873,0.9519,579.1,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,150,1.0,64,7005,0.6598,0.6502,0.9294,0.7832,0.7727,0.6502,0.8796,0.961,585.4,Reach max iteration 50 | best_iter=44
qwen,sum,fb237_v3_ind_seed7009,150,1.0,64,7009,0.6908,0.682,0.8697,0.7924,0.7922,0.682,0.8906,0.9574,564.0,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,1.0,80,7001,0.6821,0.6728,0.8904,0.7963,0.7839,0.6728,0.8822,0.9554,583.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,150,1.0,80,7005,0.6541,0.6468,0.9294,0.7796,0.7706,0.6468,0.8773,0.9518,582.4,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,150,1.0,80,7009,0.692,0.6912,0.8669,0.7991,0.8009,0.6912,0.8986,0.9689,569.1,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,1.0,96,7001,0.6948,0.6659,0.9111,0.8038,0.7828,0.6659,0.8902,0.9634,588.1,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7005,150,1.0,96,7005,0.6564,0.6468,0.9294,0.7795,0.7704,0.6468,0.875,0.961,588.4,Reach max iteration 50 | best_iter=33
qwen,sum,fb237_v3_ind_seed7009,150,1.0,96,7009,0.6897,0.6843,0.8909,0.7972,0.7967,0.6843,0.8998,0.9666,580.9,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,5.0,16,7001,0.6902,0.6568,0.9309,0.8042,0.7774,0.6568,0.889,0.968,561.1,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,150,5.0,16,7005,0.6747,0.6525,0.9294,0.7892,0.7777,0.6525,0.8888,0.9587,575.2,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7009,150,5.0,16,7009,0.6816,0.7085,0.9272,0.7965,0.8122,0.7085,0.9044,0.9689,569.3,Reach max iteration 50 | best_iter=18
qwen,sum,fb237_v3_ind_seed7001,150,5.0,32,7001,0.689,0.6602,0.9309,0.8049,0.7831,0.6602,0.897,0.9703,556.7,Reach max iteration 50 | best_iter=42
qwen,sum,fb237_v3_ind_seed7005,150,5.0,32,7005,0.6712,0.6594,0.9294,0.792,0.7816,0.6594,0.8945,0.9576,572.9,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,150,5.0,32,7009,0.6943,0.697,0.8523,0.8021,0.804,0.697,0.8975,0.97,576.8,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,5.0,48,7001,0.7006,0.6648,0.8559,0.807,0.7782,0.6648,0.8776,0.9634,568.2,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,150,5.0,48,7005,0.6655,0.664,0.9294,0.7855,0.7851,0.664,0.8933,0.961,577.1,Reach max iteration 50 | best_iter=39
qwen,sum,fb237_v3_ind_seed7009,150,5.0,48,7009,0.6747,0.697,0.9272,0.795,0.8069,0.697,0.9113,0.9724,577.1,Reach max iteration 50 | best_iter=27
qwen,sum,fb237_v3_ind_seed7001,150,5.0,64,7001,0.6936,0.6659,0.9309,0.8063,0.7862,0.6659,0.9005,0.968,586.4,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7005,150,5.0,64,7005,0.677,0.6479,0.9292,0.796,0.778,0.6479,0.8933,0.9656,578.3,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v3_ind_seed7009,150,5.0,64,7009,0.677,0.7016,0.9272,0.7982,0.8103,0.7016,0.9009,0.9724,570.4,Reach max iteration 50 | best_iter=47
qwen,sum,fb237_v3_ind_seed7001,150,5.0,80,7001,0.6902,0.6545,0.9309,0.8039,0.7799,0.6545,0.8913,0.9703,579.6,Reach max iteration 50 | best_iter=49
qwen,sum,fb237_v3_ind_seed7005,150,5.0,80,7005,0.6724,0.6502,0.9294,0.7937,0.7782,0.6502,0.8991,0.9622,562.1,Reach max iteration 50 | best_iter=46
qwen,sum,fb237_v3_ind_seed7009,150,5.0,80,7009,0.6954,0.6901,0.8534,0.8001,0.798,0.6901,0.8906,0.9666,568.7,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,5.0,96,7001,0.711,0.6682,0.8467,0.8099,0.778,0.6682,0.881,0.9474,576.3,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,150,5.0,96,7005,0.6701,0.6663,0.9292,0.7912,0.7885,0.6663,0.8979,0.9679,579.8,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7009,150,5.0,96,7009,0.6954,0.6959,0.8897,0.801,0.8049,0.6959,0.9067,0.9712,572.6,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,10.0,16,7001,0.689,0.6579,0.9308,0.8058,0.7791,0.6579,0.8913,0.9714,564.7,Reach max iteration 50 | best_iter=41
qwen,sum,fb237_v3_ind_seed7005,150,10.0,16,7005,0.6827,0.6548,0.9288,0.7977,0.7785,0.6548,0.8865,0.9702,573.8,Reach max iteration 50 | best_iter=7
qwen,sum,fb237_v3_ind_seed7009,150,10.0,16,7009,0.6989,0.7074,0.8844,0.8037,0.8131,0.7074,0.9078,0.9735,564.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,10.0,32,7001,0.704,0.6613,0.9309,0.8139,0.7845,0.6613,0.897,0.9657,571.1,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v3_ind_seed7005,150,10.0,32,7005,0.6735,0.6674,0.9291,0.7942,0.7893,0.6674,0.9002,0.9622,577.7,Reach max iteration 50 | best_iter=35
qwen,sum,fb237_v3_ind_seed7009,150,10.0,32,7009,0.6862,0.6912,0.9272,0.8019,0.8045,0.6912,0.9101,0.9747,578.8,Reach max iteration 50 | best_iter=43
qwen,sum,fb237_v3_ind_seed7001,150,10.0,48,7001,0.689,0.6705,0.9309,0.8041,0.7907,0.6705,0.905,0.9714,567.4,Reach max iteration 50 | best_iter=40
qwen,sum,fb237_v3_ind_seed7005,150,10.0,48,7005,0.669,0.6709,0.9291,0.7932,0.7917,0.6709,0.8956,0.9667,578.9,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7009,150,10.0,48,7009,0.6805,0.7016,0.9272,0.7987,0.8111,0.7016,0.9124,0.9735,575.2,Reach max iteration 50 | best_iter=19
qwen,sum,fb237_v3_ind_seed7001,150,10.0,64,7001,0.7006,0.6625,0.9309,0.8112,0.7855,0.6625,0.8959,0.9748,591.4,Reach max iteration 50 | best_iter=36
qwen,sum,fb237_v3_ind_seed7005,150,10.0,64,7005,0.685,0.6732,0.9291,0.8018,0.7928,0.6732,0.8991,0.9656,588.3,Reach max iteration 50 | best_iter=30
qwen,sum,fb237_v3_ind_seed7009,150,10.0,64,7009,0.7034,0.6993,0.8765,0.8048,0.8058,0.6993,0.8975,0.962,560.5,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,10.0,80,7001,0.7017,0.6831,0.881,0.8097,0.7942,0.6831,0.8879,0.9668,578.6,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,150,10.0,80,7005,0.677,0.656,0.9291,0.7983,0.7829,0.656,0.9037,0.9656,576.1,Reach max iteration 50 | best_iter=48
qwen,sum,fb237_v3_ind_seed7009,150,10.0,80,7009,0.6885,0.6924,0.9272,0.8024,0.8031,0.6924,0.9067,0.9677,577.9,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7001,150,10.0,96,7001,0.7121,0.6762,0.8904,0.8119,0.7902,0.6762,0.8902,0.9634,586.9,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7005,150,10.0,96,7005,0.6758,0.664,0.9288,0.7962,0.7878,0.664,0.8968,0.9633,588.7,Reach max iteration 50 | best_iter=17
qwen,sum,fb237_v3_ind_seed7009,150,10.0,96,7009,0.7046,0.6982,0.8932,0.808,0.8071,0.6982,0.9078,0.9724,575.9,Reach max iteration 50 | best_iter=2
qwen,sum,fb237_v3_ind_seed7001,150,50.0,16,7001,0.7179,0.6819,0.8917,0.8243,0.7999,0.6819,0.905,0.9737,559.5,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7005,150,50.0,16,7005,0.6976,0.6823,0.9098,0.8096,0.798,0.6823,0.8991,0.9702,568.8,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7009,150,50.0,16,7009,0.7092,0.712,0.8905,0.8149,0.8216,0.712,0.9194,0.9827,563.4,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7001,150,50.0,32,7001,0.7145,0.6854,0.9008,0.8235,0.8038,0.6854,0.9176,0.9794,580.8,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7005,150,50.0,32,7005,0.6987,0.6995,0.9165,0.8109,0.8085,0.6995,0.9037,0.9702,570.4,Reach max iteration 50 | best_iter=50
qwen,sum,fb237_v3_ind_seed7009,150,50.0,32,7009,0.708,0.72,0.8707,0.8142,0.8248,0.72,0.9171,0.9804,569.0,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,150,50.0,48,7001,0.7156,0.6957,0.9016,0.8241,0.8095,0.6957,0.9188,0.9783,568.4,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7005,150,50.0,48,7005,0.7148,0.6995,0.9073,0.822,0.8092,0.6995,0.9048,0.9633,574.1,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7009,150,50.0,48,7009,0.708,0.7281,0.88,0.816,0.829,0.7281,0.9159,0.9816,577.2,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,150,50.0,64,7001,0.7202,0.6934,0.9052,0.825,0.8088,0.6934,0.9199,0.9828,579.7,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7005,150,50.0,64,7005,0.6999,0.6892,0.9152,0.8135,0.8049,0.6892,0.9117,0.969,580.6,Reach max iteration 50 | best_iter=25
qwen,sum,fb237_v3_ind_seed7009,150,50.0,64,7009,0.7161,0.72,0.8575,0.8167,0.8192,0.72,0.9101,0.9689,579.5,Reach max iteration 50 | best_iter=3
qwen,sum,fb237_v3_ind_seed7001,150,50.0,80,7001,0.7191,0.6991,0.8994,0.8262,0.8099,0.6991,0.9142,0.9771,582.1,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7005,150,50.0,80,7005,0.6999,0.6995,0.9069,0.8144,0.8105,0.6995,0.9106,0.9713,578.5,Reach max iteration 50 | best_iter=10
qwen,sum,fb237_v3_ind_seed7009,150,50.0,80,7009,0.7138,0.7074,0.8867,0.82,0.8192,0.7074,0.9263,0.9804,581.7,Reach max iteration 50 | best_iter=4
qwen,sum,fb237_v3_ind_seed7001,150,50.0,96,7001,0.7202,0.6991,0.8932,0.827,0.8122,0.6991,0.9153,0.9805,584.0,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7005,150,50.0,96,7005,0.7171,0.7018,0.8972,0.8221,0.8114,0.7018,0.9071,0.9736,577.2,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7009,150,50.0,96,7009,0.7069,0.7154,0.903,0.8177,0.8238,0.7154,0.9286,0.9804,578.1,Reach max iteration 50 | best_iter=11
qwen,sum,fb237_v3_ind_seed7001,150,100.0,16,7001,0.7341,0.7048,0.8441,0.8358,0.8171,0.7048,0.9199,0.9805,570.8,Reach max iteration 50 | best_iter=6
qwen,sum,fb237_v3_ind_seed7005,150,100.0,16,7005,0.7136,0.7087,0.8443,0.8192,0.8138,0.7087,0.9117,0.9748,567.9,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7009,150,100.0,16,7009,0.7264,0.7131,0.8515,0.8265,0.8218,0.7131,0.924,0.9804,567.5,Reach max iteration 50 | best_iter=12
qwen,sum,fb237_v3_ind_seed7001,150,100.0,32,7001,0.7318,0.7128,0.8546,0.8351,0.8213,0.7128,0.9256,0.984,576.3,Reach max iteration 50 | best_iter=9
qwen,sum,fb237_v3_ind_seed7005,150,100.0,32,7005,0.7285,0.719,0.8569,0.8281,0.8224,0.719,0.9106,0.9736,566.5,Reach max iteration 50 | best_iter=8
qwen,sum,fb237_v3_ind_seed7009,150,100.0,32,7009,0.723,0.7258,0.8481,0.8252,0.8284,0.7258,0.9194,0.9816,573.1,Reach max iteration 50 | best_iter=5
qwen,sum,fb237_v3_ind_seed7001,150,100.0,48,7001,0.7318,0.7037,0.8669,0.8338,0.8152,0.7037,0.9153,0.9828,573.3,Reach max iteration 50 | best_iter=30
